Author,Title,Author_lastname,description,printType,pageCount,categories,maturityRating,infoLink,averageRating,ratingsCount,ISBN_10,ISBN_13,Published_Google,Original_Title
"Delpit, Lisa D.",Teaching When the World Is on Fire,Delpit,"An updated edition of the award-winning analysis of the role of race in the classroom features a new author introduction and framing essays by Herbert Kohl and Charles Payne, in an account that shares ideas about how teachers can function as ""cultural transmitters"" in contemporary schools and communicate more effectively to overcome race-related academic challenges. Original.",BOOK,258,['Education'],NOT_MATURE,http://books.google.com/books?id=H9lYESPjKjAC&dq=Teaching+When+the+World+Is+on+Fire+inauthor:Delpit&hl=&source=gbs_api,4,4,1595580743,9781595580740,2006,Teaching When the World Is on Fire
"Desombre, Auriane",I Think I Love You,Desombre,"A YA contemporary rom com about two girls who start as rivals but after a twist of events, end up falling for one another--at least they think so. A pitch perfect queer romance--and it's a paperback original! Arch-nemeses Emma, a die-hard romantic, and more-practical minded Sophia find themselves competing against one another for a coveted first-prize trip to a film festival in Los Angeles . . . what happens if their rivalry turns into a romance? For fans of Becky Albertalli's Leah on the Offbeat, full of laugh-out-loud humor and make-your-heart-melt moments. Underlined is a line of totally addictive romance, thriller, and horror paperback original titles coming to you fast and furious each month. Enjoy everything you want to read the way you want to read it.",BOOK,321,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=rDsZEAAAQBAJ&dq=I+Think+I+Love+You+inauthor:Desombre&hl=&source=gbs_api,4,2,0593179765,9780593179765,2021-03-02,I Think I Love You
"Devore, Laurie",A Better Bad Idea,Devore,"Laurie Devore's new YA novel is a searing look at a forgotten girl who has no good choices left, but one better bad idea . . . Evelyn Peters is desperate. Desperate for a way out of McNair Falls, the dying southern town that’s held her captive since the day she was born. Desperate to protect her little sister from her mother’s terrifying and abusive boyfriend. And desperate to connect with anyone, even fallen golden boy Ashton Harper, longtime boyfriend of the girl Evelyn can never stop thinking about — beautiful, volatile, tragically dead Reid Brewer. Until a single night sends Evelyn and Ashton on a collision course that starts something neither of them can stop. With one struck match, their whole world goes up in flames. The only thing left to do is run—but leaving McNair Falls isn’t as easy as just putting distance between here and there and some secrets refuse to stay left behind. A reckoning is coming . . . and not everyone is getting out alive.",BOOK,304,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=8LkLyAEACAAJ&dq=A+Better+Bad+Idea+inauthor:Devore&hl=&source=gbs_api,,,1250225957,9781250225955,2021-03-16,A Better Bad Idea
"Dietrich, Cale",The Friend Scheme,Dietrich,"Part thriller, part romance, The Friend Scheme is another twisty #ownvoices YA novel from Cale Dietrich, author of The Love Interest. Matt’s father is a criminal with high hopes that his son will follow in his footsteps. His family is at war with another, and Matt’s dad is caught in the crossfire. Matt and his older brother are expected to fight for their family. But deep down Matt has other ambitions—and attractions. When he meets Jason, Matt believes he might be falling deeper than friendship for the first time. The boys keep their connection a secret, and soon Matt suspects that Jason is part of the family that tried to kill his father. The truth, however, is even more shattering, and Matt must decide if he can ever break free and own who he really is and who he is meant to love.",BOOK,384,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=hxhlDwAAQBAJ&source=gbs_api,,,1250187001,9781250187000,2020-07-28,The Friend Scheme
"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part One",DiMartino,"Go behind the scenes of the animated series Legend of Korra Book Two - Spirits--created by Michael Dante DiMartino and Bryan Konietzko--the smash hit sequel to their blockbuster show Avatar: The Last Airbender! This handsome hardcover contains hundreds of art pieces created during the development of the show’s second season, complete with creator commentary from DiMartino and Konietzko. This celebrated second edition also includes pages of new sketches from the original creative team and a brand-new foreword by Korra voice actor P.J. Byrne! This is an intimate look inside the creative process that brought a new generation of Avatar heroes to life, revisited for the show’s anniversary!",BOOK,200,['Art'],NOT_MATURE,http://books.google.com/books?id=KYxGEAAAQBAJ&dq=The+Legend+of+Korra+inauthor:DiMartino&hl=&source=gbs_api,,,1506721931,9781506721934,2021-10-05,"The Legend of Korra: Turf Wars, Part One"
"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Two",DiMartino,"Go behind the scenes of the animated series Legend of Korra Book Two - Spirits--created by Michael Dante DiMartino and Bryan Konietzko--the smash hit sequel to their blockbuster show Avatar: The Last Airbender! This handsome hardcover contains hundreds of art pieces created during the development of the show’s second season, complete with creator commentary from DiMartino and Konietzko. This celebrated second edition also includes pages of new sketches from the original creative team and a brand-new foreword by Korra voice actor P.J. Byrne! This is an intimate look inside the creative process that brought a new generation of Avatar heroes to life, revisited for the show’s anniversary!",BOOK,200,['Art'],NOT_MATURE,http://books.google.com/books?id=KYxGEAAAQBAJ&dq=The+Legend+of+Korra+inauthor:DiMartino&hl=&source=gbs_api,,,1506721931,9781506721934,2021-10-05,"The Legend of Korra: Turf Wars, Part Two"
"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Three",DiMartino,"Go behind the scenes of the animated series Legend of Korra Book Two - Spirits--created by Michael Dante DiMartino and Bryan Konietzko--the smash hit sequel to their blockbuster show Avatar: The Last Airbender! This handsome hardcover contains hundreds of art pieces created during the development of the show’s second season, complete with creator commentary from DiMartino and Konietzko. This celebrated second edition also includes pages of new sketches from the original creative team and a brand-new foreword by Korra voice actor P.J. Byrne! This is an intimate look inside the creative process that brought a new generation of Avatar heroes to life, revisited for the show’s anniversary!",BOOK,200,['Art'],NOT_MATURE,http://books.google.com/books?id=KYxGEAAAQBAJ&dq=The+Legend+of+Korra+inauthor:DiMartino&hl=&source=gbs_api,,,1506721931,9781506721934,2021-10-05,"The Legend of Korra: Turf Wars, Part Three"
"Donoghue, Emma",The Pull of the Stars,Donoghue,"Dublin, 1918: three days in a maternity ward at the height of the Great Flu. A small world of work, risk, death, and unlooked-for love, by the bestselling author of The Wonder and Room.",BOOK,294,['Family & Relationships'],NOT_MATURE,http://books.google.com/books?id=RbX8zQEACAAJ&dq=The+Pull+of+the+Stars+inauthor:Donoghue&hl=&source=gbs_api,4,43,152904619X,9781529046199,2021-04-29,The Pull of the Stars
"Downham, Jenny",Unbecoming,Downham,"Three women. Three generations. Three secrets. Katie's life is falling apart: her best friend thinks she's a freak, her mother, Caroline, controls every aspect of her life, and her estranged grandmother, Mary, appears as if out of nowhere. Mary has dementia and needs lots of care, and when Katie starts putting together Mary's life story, secrets and lies are uncovered: Mary's illegitimate baby, her zest for life and freedom and men; the way she lived her life to the full yet suffered huge sacrifices along the way. As the relationship between Mary and Caroline is explored, Katie begins to understand her own mother's behavior, and from that insight, the terrors about her sexuality, her future, and her younger brother are all put into perspective. Funny, sad, honest, and wise, this powerful multigenerational novel from international bestseller Jenny Downham celebrates life like no book before.",BOOK,384,['Juvenile Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=gzFJCgAAQBAJ&source=gbs_api,3.5,3,0545907322,9780545907323,2016-02-23,Unbecoming
"Dugan, Jennifer",Verona Comics,Dugan,"From the author of Hot Dog Girl comes a fresh and funny queer YA contemporary novel about two teens who fall in love in an indie comic book shop. Now available in paperback! Jubilee has it all together. She's an elite cellist, and when she's not working in her stepmom's indie comic shop, she's prepping for the biggest audition of her life. Ridley is barely holding it together. His parents own the biggest comic-store chain in the country, and Ridley can't stop disappointing them--that is, when they're even paying attention. They meet one fateful night at a comic convention prom, and the two can't help falling for each other. Too bad their parents are at each other's throats every chance they get, making a relationship between them nearly impossible . . . unless they manage to keep it a secret. Then again, the feud between their families may be the least of their problems. As Ridley's anxiety spirals, Jubilee tries to help but finds her focus torn between her fast-approaching audition and their intensifying relationship. What if love can't conquer all? What if each of them needs more than the other can give? ""A deep dive into first love while learning to manage significant mental health challenges . . . Dugan's strength is in creating a diverse cast of characters. Ridley is bisexual, Jubilee struggles with how to identify and label her sexuality, and most of the supporting characters are queer-identified."" --School Library Journal",BOOK,354,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=u0UlEAAAQBAJ&dq=Verona+Comics+inauthor:Dugan&hl=&source=gbs_api,,,0525516301,9780525516309,2021-04-20,Verona Comics
"Duran, Rye",A Perfect Blank,Duran,"Project Apogee had one mission: to create biologically engineered perfect teenagers. The teenagers were supposed to be expressions of a perfect genetic mapping of traits, an example of the New Human. But when the teens go before the project committee, they are found to be utterly normal and unremarkable, a disappointment. Then there's Alex, the lost teen who failed years ago, who might just be the most remarkable of them all.",BOOK,200,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=HavXDwAAQBAJ&source=gbs_api,,,1538383438,9781538383438,2020-02-01,A Perfect Blank
"Edgmon, H. E.",The Witch King,Edgmon,"To save a fae kingdom, a trans witch must face his traumatic past and the royal fiancé he left behind. In Asalin, fae rule and witches like Wyatt Croft...don't. Wyatt's betrothal to fae prince Emyr North was supposed to change that. But when Wyatt lost control of his magic one devastating night, he fled to the human world. Now a coldly distant Emyr has hunted him down. Despite transgender Wyatt's newfound identity and troubling past, Emyr claims they must marry now or risk losing the throne. Jaded, Wyatt strikes a deal with the enemy, hoping to escape Asalin forever. But as he gets to know Emyr again, Wyatt realizes the boy he once loved may still exist. And as the witches face worsening conditions, he must decide what's more important--his people or his freedom.",BOOK,432,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=WqaLzgEACAAJ&dq=The+Witch+King+inauthor:Edgmon&hl=&source=gbs_api,3,1,1335425845,9781335425843,2022-04-19,The Witch King (The Witch King Series)
"Eli, Adam",The New Queer Conscience,Eli,"A 2021 Sydney Taylor Notable Book ""The new manifesto for how we as queer people could and should navigate the world. It's the holding hand I never had--but wish I did.""--Troye Sivan, Golden Globe nominated-singer, songwriter, and actor ""With the persistence of queerphobia all around the world, this book is absolutely necessary, even vital.""--Édouard Louis, internationally bestselling author of History of Violence ""To Eli's credit, all of the rules are rooted in considerations of conscience and kindness and, if observed, will make a better world--as will this book.""--Booklist, starred review ""A must-read that highlights the importance of radical empathy, community building, and solidarity.""--School Library Journal, starred review In The New Queer Conscience, LGBTQIA+ activist Adam Eli argues the urgent need for queer responsibility -- that queers anywhere are responsible for queers everywhere. Pocket Change Collective is a series of small books with big ideas from today's leading activists and artists. In this installment, The New Queer Conscience, Voices4 Founder and LGBTQIA+ activist Adam Eli offers a candid and compassionate introduction to queer responsibility. Eli calls on his Jewish faith to underline how kindness and support within the queer community can lead to a stronger global consciousness. More importantly, he reassures us that we're not alone. In fact, we never were. Because if you mess with one queer, you mess with us all.",BOOK,66,['Young Adult Nonfiction'],NOT_MATURE,http://books.google.com/books?id=euLhDwAAQBAJ&dq=The+New+Queer+Conscience+inauthor:Eli&hl=&source=gbs_api,,,0593093682,9780593093689,2020-06-02,The New Queer Conscience
"Elliott, Zetta",Say Her Name,Elliott,"Inspired by the #SayHerName campaign launched by the African American Policy Forum, these poems pay tribute to victims of police brutality as well as the activists insisting that Black Lives Matter. Elliott engages poets from the past two centuries to create a chorus of voices celebrating the creativity, resilience, and courage of Black women and girls. This collection features forty-nine powerful poems, four of which are tribute poems inspired by the works of Lucille Clifton, Audre Lorde, Nikki Giovanni, and Phillis Wheatley. This provocative collection will move every reader to reflect, respond-and act.",BOOK,96,['Young Adult Nonfiction'],NOT_MATURE,http://books.google.com/books?id=C4EBwgEACAAJ&dq=Say+Her+Name+inauthor:Elliott&hl=&source=gbs_api,4.5,2,1368045243,9781368045247,2020-01-14,Say Her Name
"Ellor, Z. R.",May the Best Man Win,Ellor,"A trans boy enters a throw-down battle for the title of Homecoming King with the boy he dumped last summer in ZR Ellor's contemporary YA debut. Jeremy Harkiss, cheer captain and student body president, won’t let coming out as a transgender boy ruin his senior year. Instead of bowing to the bigots and outdate school administration, Jeremy decides to make some noise—and how better than by challenging his all-star ex-boyfriend, Lukas for the title of Homecoming King? Lukas Rivers, football star and head of the Homecoming Committee, is just trying to find order in his life after his older brother’s funeral and the loss of his long-term girlfriend—who turned out to be a boy. But when Jeremy threatens to break his heart and steal his crown, Lukas kick starts a plot to sabotage Jeremy’s campaign. When both boys take their rivalry too far, the dance is on the verge of being canceled. To save Homecoming, they’ll have to face the hurt they’re both hiding—and the lingering butterflies they can’t deny.",BOOK,288,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=oovsDwAAQBAJ&source=gbs_api,5,1,1250625130,9781250625137,2021-05-18,May the Best Man Win
"Fantauzzo, Laurel Flores",My Heart Underwater,Fantauzzo,"Reeling from her father's coma and kissing a female teacher, seventeen-year-old Corazon suddenly finds herself in the Philippines with a half-brother she had never met.",BOOK,320,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=rpNMzQEACAAJ&dq=My+Heart+Underwater+inauthor:Fantauzzo&hl=&source=gbs_api,,,0062972286,9780062972286,2020,My Heart Underwater
"Federle, Tim",The Great American Whatever,Federle,"""Teenaged Quinn, an aspiring screenwriter, copes with his sister's death while his best friend forces him back out into the world to face his reality""--",BOOK,288,['JUVENILE FICTION'],NOT_MATURE,http://books.google.com/books?id=zsrNCwAAQBAJ&dq=The+Great+American+Whatever+inauthor:Federle&hl=&source=gbs_api,3.5,6,1481404091,9781481404099,2016-03-29,The Great American Whatever
"Fitzsimons, Isaac",The Passing Playbook,Fitzsimons,"Love, Simon meets Bend It Like Beckham in this feel-good contemporary romance about a trans athlete who must decide between fighting for his right to play and staying stealth. “A sharply observant and vividly drawn debut. I loved every minute I spent in this story, and I’ve never rooted harder for a jock in my life.” – New York Times bestselling author Becky Albertalli Fifteen-year-old Spencer Harris is a proud nerd, an awesome big brother, and a David Beckham in training. He's also transgender. After transitioning at his old school leads to a year of isolation and bullying, Spencer gets a fresh start at Oakley, the most liberal private school in Ohio. At Oakley, Spencer seems to have it all: more accepting classmates, a decent shot at a starting position on the boys' soccer team, great new friends, and maybe even something more than friendship with one of his teammates. The problem is, no one at Oakley knows Spencer is trans—he's passing. But when a discriminatory law forces Spencer's coach to bench him, Spencer has to make a choice: cheer his team on from the sidelines or publicly fight for his right to play, even though it would mean coming out to everyone—including the guy he's falling for.",BOOK,305,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=KN5tEAAAQBAJ&dq=The+Passing+Playbook+inauthor:Fitzsimons&hl=&source=gbs_api,,,1984815423,9781984815422,2022-05-31,The Passing Playbook
"Franklin, Tee",Bingo Love #1,Franklin,"When Hazel Johnson and Mari McCray met at church bingo in 1963, it was love at first sight. Forced apart by their families and society, Hazel and Mari both married young men and had families. Decades later, now in their mid-Í60s, Hazel and Mari reunite again at a church bingo hall. Realizing their love for each other is still alive, what these grandmothers do next takes absolute strength and courage. From TEE FRANKLIN (NAILBITERÍs ñTHE OUTFIT,î Love is Love) and JENN ST-ONGE (Jem and The Misfits), BINGO LOVE is a touching story of love, family, and resiliency that spans over 60 years.",BOOK,88,['Comics & Graphic Novels'],NOT_MATURE,https://play.google.com/store/books/details?id=PrVJDwAAQBAJ&source=gbs_api,3.5,8,153430889X,9781534308893,2018-02-14,Bingo Love #1
"Frasier, Crystal",Cheer Up: Love and Pompoms,Frasier,"A sweet, queer teen romance perfect for fans of Fence and Check, Please! Annie is a smart, antisocial lesbian starting her senior year of high school who’s under pressure to join the cheerleader squad to make friends and round out her college applications. Her former friend BeeBee is a people-pleaser—a trans girl who must keep her parents happy with her grades and social life to keep their support of her transition. Through the rigors of squad training and amped up social pressures (not to mention micro aggressions and other queer youth problems), the two girls rekindle a friendship they thought they’d lost and discover there may be other, sweeter feelings springing up between them.",BOOK,128,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=nBj7zQEACAAJ&dq=Cheer+Up+inauthor:Frasier&hl=&source=gbs_api,5,2,1620109557,9781620109557,2021-08-10,Cheer Up: Love and Pompoms
"Gailey, Sarah",When We Were Magic,Gailey,"When Alexis accidentally kills a classmate on prom night using magic, her best friends Roya, Iris, Paulie, Marcelina, and Maryam join in using their powers to try to set things right.",BOOK,352,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=MqcsEAAAQBAJ&dq=When+We+Were+Magic+inauthor:Gailey&hl=&source=gbs_api,3,2,1534432884,9781534432888,2021-06,When We Were Magic
"Garber, Romina",Lobizona,Garber,"""Garber’s gorgeous novel combines the wonder of a Hogwarts-style magic school with the Twilight-esque dynamics of a hidden magical species that has strict rules about interacting with the human world."" - BOOKLIST (Starred Review) Some people ARE illegal. Lobizonas do NOT exist. Both of these statements are false. Manuela Azul has been crammed into an existence that feels too small for her. As an undocumented immigrant who's on the run from her father's Argentine crime-family, Manu is confined to a small apartment and a small life in Miami, Florida. Until Manu's protective bubble is shattered. Her surrogate grandmother is attacked, lifelong lies are exposed, and her mother is arrested by ICE. Without a home, without answers, and finally without shackles, Manu investigates the only clue she has about her past—a mysterious ""Z"" emblem—which leads her to a secret world buried within our own. A world connected to her dead father and his criminal past. A world straight out of Argentine folklore, where the seventh consecutive daughter is born a bruja and the seventh consecutive son is a lobizón, a werewolf. A world where her unusual eyes allow her to belong. As Manu uncovers her own story and traces her real heritage all the way back to a cursed city in Argentina, she learns it's not just her U.S. residency that's illegal. . . .it’s her entire existence. “With vivid characters that take on a life of their own, beautiful details that peel back the curtain on Romina's Argentinian heritage, and cutting prose Romina Garber crafts a timely tale of identity and adventure.”–Tomi Adeyemi New York Times bestselling author of Children of Blood and Bone",BOOK,400,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=p_W1DwAAQBAJ&source=gbs_api,4,4,1250239141,9781250239143,2020-08-04,Lobizona (Wolves of No World Series)
"Gardner, Faith",Girl on the Line,Gardner,"A story that begins where too many others end, this stunningly written and unflinchingly authentic tale of love, loss, and hope will touch fans of All the Bright Places and Girl in Pieces. Life's tough when you didn't expect to be living it. But now that Journey has a future, she apparently also has to figure out what that future's supposed to look like. Some days the pain feels as fresh as that day: the day she attempted suicide. Her parents don't know how to speak to her. Her best friend cracks all the wrong jokes. Her bipolar II disorder feels like it swallows her completely. But other days--they feel like revelations. Like meeting the dazzling Etta, a city college student who is a world unto herself. Or walking into the office of the volunteer hotline, and discovering a community as simultaneously strong and broken as she is. Or uncovering the light within herself that she didn't know existed. Praise for Faith Gardner's The Second Life of Ava Rivers: ""A beautiful, moving, and thoughtful story about how far we're willing to go for family."" --Kathleen Glasgow, New York Times bestselling author of Girl in Pieces ""This remarkable novel reproduces the personal and family trauma associated with the loss and recovery of a missing child. The Second Life of Ava Rivers is an enthralling tale."" --Voice of Youth Advocates (VOYA) (starred review) ""Gardner's unforgettable voice blends Jodi Picoult's emotional, ripped-from-the-headlines storytelling with Mindy McGinnis's unflinchingly honest protagonists."" --Booklist (starred review) ""Gardner brings a unique tenderness focused on the human dynamics of creating family and individual identity in the face of tragedy."" --Bulletin of the Center for Children's Books (starred review)",BOOK,368,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=qpeUzgEACAAJ&dq=Girl+on+the+Line+inauthor:Gardner&hl=&source=gbs_api,,,0063022311,9780063022317,2022-04-26,Girl on the Line
"Geerling, Marjetta",Fancy White Trash,Geerling,"In order to avoid the dramas that Shelby and Kait have gone through, Abby sets new rules for dating that requires meeting new people, but when she starts to fall in love with the father of Kait's baby, she worries about what will happen when others find out.",BOOK,276,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=vtSbOwhODakC&dq=Fancy+White+Trash+inauthor:Geerling&hl=&source=gbs_api,3,15,0670010820,9780670010820,2008,Fancy White Trash
"Giles, Lamar",Not So Pure and Simple,Giles,"""Hysterical. I couldn’t put it down.” (Nic Stone) ""I laughed, I gasped, I church grunted through every chapter."" (Tiffany D. Jackson) ""Heartfelt and hilarious on every page!"" (Justin A. Reynolds) 4 starred reviews! * An Indie Next List Pick! * Named one of Bank Street College of Education's Best Children’s Books of the Year! Two-time Edgar Award finalist Lamar Giles spotlights the consequences of societal pressure, confronts toxic masculinity, and explores the complexity of what it means to be a “real man.” Del has had a crush on Kiera Westing since kindergarten. And now, during their junior year, she’s finally available. So when Kiera volunteers for an opportunity at their church, Del’s right behind her. Though he quickly realizes he’s inadvertently signed up for a Purity Pledge. His dad thinks his wires are crossed, and his best friend, Qwan, doesn’t believe any girl is worth the long game. But Del’s not about to lose his dream girl, and that’s where fellow pledger Jameer comes in. He can put in the good word. In exchange, Del just has to get answers to the Pledgers’ questions…about sex ed. With other boys circling Kiera like sharks, Del needs to make his move fast. But as he plots and plans, he neglects to ask the most important question: What does Kiera want? He can’t think about that too much, though, because once he gets the girl, it’ll all sort itself out. Right? ""With true-to-life characters and a straightforward handling of sex, including often ignored aspects of male sexuality, Giles’s thoughtful, hilarious read offers a timely viewpoint on religion, toxic masculinity, and teen sexuality."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",BOOK,416,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=pBmUDwAAQBAJ&source=gbs_api,4,4,006234921X,9780062349217,2020-01-21,Not So Pure and Simple
"Gonsalves, Florence",Love & Other Carnivorous Plants,Gonsalves,"Meg Mackworth's hand-lettering skill has made her famous. She has another skill too: reading signs that other people miss. Knowing the upcoming marriage of Reid Sutherland and his polished fiancée was doomed to fail is one thing but weaving a secret word of warning into their wedding program is another. Meg may have thought no one would spot it, but she hadn't counted on sharp-eyed, pattern-obsessed Reid",BOOK,321,['Fiction'],NOT_MATURE,http://books.google.com/books?id=fD5LEAAAQBAJ&dq=Love&hl=&source=gbs_api,4,19,1496725174,9781496725172,2019-12-31,Love & Other Carnivorous Plants
"Gonzales, Sophie",Perfect on Paper,Gonzales,"“Perfectly wonderful.” —Becky Albertalli, New York Times–bestselling author of Simon vs. the Homo Sapiens Agenda “An electrifying love story.” —Booklist FROM NATIONALLY AND INTERNATIONALLY-BESTSELLING AND INDIE NEXT PICK AUTHOR Sophie Gonzales comes Perfect on Paper: Leah on the Offbeat meets To All the Boys I've Loved Before in this YA romcom, where a bisexual girl who gives anonymous love advice to her classmates is hired by the hot guy to help him get his ex back Her advice, spot on. Her love life, way off. Darcy Phillips: • Can give you the solution to any of your relationship woes—for a fee. • Uses her power for good. Most of the time. • Really cannot stand Alexander Brougham. • Has maybe not the best judgement when it comes to her best friend, Brooke...who is in love with someone else. • Does not appreciate being blackmailed. However, when Brougham catches her in the act of collecting letters from locker 89—out of which she’s been running her questionably legal, anonymous relationship advice service—that’s exactly what happens. In exchange for keeping her secret, Darcy begrudgingly agrees to become his personal dating coach—at a generous hourly rate, at least. The goal? To help him win his ex-girlfriend back. Darcy has a good reason to keep her identity secret. If word gets out that she’s behind the locker, some things she's not proud of will come to light, and there’s a good chance Brooke will never speak to her again. Okay, so all she has to do is help an entitled, bratty, (annoyingly hot) guy win over a girl who’s already fallen for him once? What could go wrong?",BOOK,250,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=bzPoDwAAQBAJ&source=gbs_api,4.5,4,1250769779,9781250769770,2021-03-09,Perfect on Paper
"González, Rigoberto",What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,González,"""Burdened by poverty, illiteracy, and vulnerability as Mexican immigrants to California's Coachella Valley, three generations of González men turn to vices or withdraw into depression. As brothers Rigoberto and Alex grow to manhood, they are haunted by the traumas of their mother's early death, their lonely youth, their father's desertion, and their grandfather's invective. Rigoberto's success in escaping--first to college and then by becoming a writer--is blighted by his struggles with alcohol and abusive relationships, while Alex contends with difficult family relations, his own rocky marriage, and fatherhood. Descending into a dark emotional space that compromises their mental and physical health, the brothers eventually find hope in aiding each other""--dust jacket flap.",BOOK,191,['BIOGRAPHY & AUTOBIOGRAPHY'],NOT_MATURE,http://books.google.com/books?id=FkAcvwEACAAJ&dq=What+Drowns+the+Flowers+in+Your+Mouth+inauthor:Gonz%C3%A1lez&hl=&source=gbs_api,,,029931698X,9780299316983,2018,What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood
"Goode, Laura",Sister Mischief,Goode,"Esme Rockett, also known as MC Ferocious, rocks her suburban Minnesota Christian high school with more than the hip-hop music she makes with best friends Marcy ( DJ SheStorm) and Tess (The ConTessa) when she develops feelings for her co-MC, Rowie (MC Rohini).",BOOK,372,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=tcyaiaMDtP8C&dq=Sister+Mischief+inauthor:Goode&hl=&source=gbs_api,3,6,0763646407,9780763646400,2011,Sister Mischief
"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,Gottlieb,"Now with a new foreword by National Book Award Winner Kacen Callender, this fascinating book on a relevant subject illustrates the complexities of gender and sexuality through history, science, sociology, and the author's own story. Gender is an intensely personal, yet universal, facet of humanity. In this vibrant book, queer author and artist Iris Gottlieb visually explores gender in all of its complexities, answering questions and providing guidance while also mining history and pop culture for the stories and people who have shaped the conversation on gender. Informed by Gottlieb's personal experiences, this deeply researched and brilliantly rendered book demystifies this fluid topic at a critical time. For LGBTQIA+ people, Seeing Gender offers a space for self-exploration, giving comfort, advice, and reassurance in the sometimes confusing process of navigating one's identity. For allies, this book is an essential tool for understanding and thoughtfully participating in this necessary cultural conversation. Whatever one's position, Seeing Gender is a must-read people who are passionate about changing the way we see and talk about gender and sexuality in the twenty-first century. CULTURALLY RELEVANT AND IMPORTANT TOPIC: An inclusive, sensitive, and accessible book for those interested in learning more about gender identity and sexuality. HELPFUL: The perfect book for nonjudgmental exploration of gender for the queer, transgender, asexual, uncertain, and for people struggling with their gender identity. INVITATIONAL: A wonderful intro to thoughtfully participating in this important conversation. Perfect for: • Those exploring their gender identity and sexuality • Parents/friends/relatives of those exploring their gender identity and sexuality • LGBTQ+ people • Allies who want to understand, empathize, and participate in this movement",BOOK,211,['Health & Fitness'],MATURE,https://play.google.com/store/books/details?id=G4meEAAAQBAJ&source=gbs_api,4.5,9,1797224271,9781797224275,2022-12-06,Seeing Gender: An Illustrated Guide to Identity and Expression
"Gough, Erin",Amelia Westlake Was Never Here,Gough,"A fiercely funny, queer romantic comedy about two girls who can't stand each other, but join forces in a grand feminist plan to expose harassment and inequality at their elite private school. Harriet Price is the perfect student: smart, dutiful, over-achieving. Will Everhart is a troublemaker who's never met an injustice she didn't fight. When their swim coach's inappropriate behavior is swept under the rug, the unlikely duo reluctantly team up to expose his misdeeds, pulling provocative pranks and creating the instantly legendary Amelia Westlake -- an imaginary student who helps right the many wrongs of their privileged institution. But as tensions burn throughout their school -- who is Amelia Westlake? -- and between Harriet and Will, how long can they keep their secret? How far will they go to make a difference? And when will they realize they're falling for each other? Award-winning author Erin Gough's Amelia Westlake Was Never Here is a funny, smart, and all-too-timely story of girls fighting back against power and privilege -- and finding love while they're at it.",BOOK,368,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=KVNLyQEACAAJ&dq=Amelia+Westlake+Was+Never+Here+inauthor:Gough&hl=&source=gbs_api,5,2,0316450685,9780316450683,2020-05-19,Amelia Westlake Was Never Here
"Gratton, Tessa",Night Shine,Gratton,"""An orphan girl undertakes a dangerous journey to rescue her friend the prince from a powerful sorceress."" --",BOOK,416,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=uzRxEAAAQBAJ&dq=Night+Shine+inauthor:Gratton&hl=&source=gbs_api,,,1534460780,9781534460782,2022-06-21,Night Shine (Night Shine Series)
"Green, John","Will Grayson, Will Grayson",Green,"One cold night, in a most unlikely corner of Chicago, Will Grayson crosses paths with . . . Will Grayson. Two teens with the same name, running in two very different circles, suddenly find their lives going in new and unexpected directions, and culminating in epic turns-of-heart and the most fabulous musical ever to grace the high school stage. Told in alternating voices from two YA superstars, this collaborative novel features a double helping of the heart and humor that have won them both legions of fans.",BOOK,338,['Young Adult Fiction'],NOT_MATURE,"http://books.google.com/books?id=-RyMDQAAQBAJ&dq=Will+Grayson,+Will+Grayson+inauthor:Green&hl=&source=gbs_api",3.5,2657,0142418471,9780142418475,2011-04-05,"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)"
